GLOBAL_UNIQUE_IDENTIFIER,COUNT,SEX,AGE
URN:CornellLabOfOrnithology:EBIRD:OBS528205192,1,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS524133428,1,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS524133428,1, Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS512102985,4,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS512102985,1, Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS512102985,1, Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS555387854,3,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS555211323,2,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS555211323,1, Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS555211323,1, Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS555211323,1, Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS514224288,1,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS514224288,1, Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS518721239,9,Unknown Sex,Immature 
URN:CornellLabOfOrnithology:EBIRD:OBS518721239,1, Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS518721239,2, Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS529868530,6,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS529868530,3, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS515058924,1,Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS515058924,1, Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS515356771,1,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS524706122,8,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS524706122,2, Unknown Sex and Age (2),
URN:CornellLabOfOrnithology:EBIRD:OBS521649308,3,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS521649308,1, Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS550894699,1,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS526782990,1,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS526782990,1, Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS526782990,1, Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS850675471,4,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS850675471,2, Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS519942044,1,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS522550106,2,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS522550106,1, Unknown Sex,Immature 
URN:CornellLabOfOrnithology:EBIRD:OBS522550106,3, Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS518302296,7,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS518302296,4, Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS518474431,1,Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS518474431,1, Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS518474431,5, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS519655680,1,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS519655680,2, Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS525030734,1,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS525030734,1, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS519807498,9,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS519807498,12, Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS521757887,1,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS516122319,1,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS516122319,1, Unknown Sex,Immature 
URN:CornellLabOfOrnithology:EBIRD:OBS520773420,3,Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS520773420,9, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS520773420,1, Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS520773420,2, Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS555219354,2,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS555219354,2, Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS555490813,1,Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS555490813,1, Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS555490813,3, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS518787094,4,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS518787094,5, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS509686369,1,Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS509686369,1, Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS511749734,5,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS511749734,2, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS520603208,2,Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS520603208,1, Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS520603208,3, Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS520603208,9, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS506214868,2,Male,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS506214868,23, Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS519366408,1,Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS519366408,4, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS511093567,3,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS511093567,6, Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS516744354,3,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS516744354,1, Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS486528836,1,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS800080553,3,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS800080553,4, Unknown Sex,Immature 
URN:CornellLabOfOrnithology:EBIRD:OBS518740403,1,Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS518740403,1, Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS516864822,2,Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS516864822,4, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS579849921,1,Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS579849921,1, Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS579849921,3, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS520666467,1,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS520666467,1, Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS514941865,6,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS511878864,1,Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS511878864,4, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS511878864,1, Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS515245903,4,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS515245903,4, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS484640873,1,Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS523622390,2,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS523622390,2, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS555207988,2,Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS555207988,2, Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS521273829,11,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS521273829,1, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS484054648,1,Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS484054648,1, Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS483958015,1,Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS483958015,1, Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS524124880,1,Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS524124880,1, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS520791558,1,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS520791558,1, Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS555221460,1,Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS555221460,7, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS555221460,2, Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS555221460,1, Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS508835571,4,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS516432358,1,Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS504526749,5,Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS504526749,5, Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS504526749,2, Unknown Sex and Age (2),
URN:CornellLabOfOrnithology:EBIRD:OBS522284451,1,Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS522284451,6, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS522284451,1, Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS809356291,4,Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS511265941,2,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS511265941,1, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS515006365,1,Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS515006365,1, Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS515006365,1, Male,Unknown Age 
URN:CornellLabOfOrnithology:EBIRD:OBS492930650,1,Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS492930650,1, Female,Unknown Age 
URN:CornellLabOfOrnithology:EBIRD:OBS548042662,3,Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS548042662,3, Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS516071323,3,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS511943223,2,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS511943223,1, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS515742414,4,Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS515742414,4, Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS523629138,2,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS547556340,3,Unknown Sex,Immature 
URN:CornellLabOfOrnithology:EBIRD:OBS515469674,2,Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS515469674,5, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS515469674,2, Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS521005216,1,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS521005216,1, Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS573626220,1,Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS573626220,1, Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS528086815,1,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS515971959,4,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS526667369,3,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS526667369,1, Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS505668623,2,Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS505668623,2, Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS505668623,1, Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS505668623,3, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS495758035,3,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS495758035,6, Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS495758035,6, Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS573673780,1,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS516723945,1,Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS516723945,1, Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS516723945,4, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS517583790,9,Unknown Sex and Age (9),
URN:CornellLabOfOrnithology:EBIRD:OBS517583790,3, Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS517583790,3, Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS517583790,5, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS510326277,3,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS510326277,5, Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS510326277,5, Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS513749363,4,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS513749363,2, Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS513825886,4,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS513825886,1, Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS513825886,1, Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS516416767,1,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS516416767,1, Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS514262379,2,Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS514262379,2, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS514262379,3, Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS523128166,6,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS523128166,2, Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS523128166,1, Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS522723428,3,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS522723428,1, Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS483296090,1,Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS483296090,1, Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS580931975,4,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS580931975,2, Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS551953390,1,Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS551953390,2, Unknown Sex,Immature 
URN:CornellLabOfOrnithology:EBIRD:OBS555210452,5,Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS555210452,5, Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS555210452,11, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS555210452,1, Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS516921673,2,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS516921673,1, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS519647817,1,Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS519647817,3, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS519647817,1, Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS509071224,2,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS517330917,6,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS517330917,6, Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS503128295,1,Male,Unknown Age 
URN:CornellLabOfOrnithology:EBIRD:OBS511880086,1,Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS511880086,1, Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS511880086,4, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS510492158,9,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS510492158,5, Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS519688657,1,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS533483834,4,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS518777501,1,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS518777501,3, Unknown Sex,Immature 
URN:CornellLabOfOrnithology:EBIRD:OBS555207701,6,Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS555207701,8, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS555207701,6, Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS530693161,1,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS516477395,1,Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS516477395,4, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS519876730,1,Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS519876730,1, Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS519876730,2, Unknown Sex,Immature 
URN:CornellLabOfOrnithology:EBIRD:OBS577710816,1,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS577710816,2, Unknown Sex and Age (2),
URN:CornellLabOfOrnithology:EBIRD:OBS507260423,16,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS514116542,1,Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS514116542,1, Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS514116542,2, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS525628338,4,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS525628338,1, Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS499351931,1,Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS499351931,1, Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS528690214,4,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS528690214,1, Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS528690214,1, Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS526036716,1,Unknown Sex,Immature 
URN:CornellLabOfOrnithology:EBIRD:OBS500605924,4,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS519316230,1,Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS535000808,1,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS535000808,1, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS555221109,2,Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS555221109,2, Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS555221109,5, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS488122735,4,Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS525321158,18,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS525321158,10, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS517275891,1,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS518777459,1,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS518777459,3, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS510016558,1,Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS510016558,4, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS510016558,1, Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS528364377,11,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS532826168,1,Unknown Sex,Immature 
URN:CornellLabOfOrnithology:EBIRD:OBS555378684,1,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS555378684,1, Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS555378684,2, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS512922206,1,Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS512922206,1, Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS512922206,1, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS535705228,11,Unknown Sex and Age (11),
URN:CornellLabOfOrnithology:EBIRD:OBS535705228,1, Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS540041799,2,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS522269389,1,Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS522269389,1, Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS530135098,1,Unknown Sex,Immature 
URN:CornellLabOfOrnithology:EBIRD:OBS528119107,1,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS504478925,1,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS563116129,1,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS513015781,1,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS513015781,3, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS511895534,1,Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS511895534,4, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS511895534,1, Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS526084528,1,Unknown Sex,Immature 
URN:CornellLabOfOrnithology:EBIRD:OBS501216512,4,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS528109054,1,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS510250754,1,Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS510250754,1, Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS510250754,2, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS510250754,1, Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS574201348,2,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS574201348,1, Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS518853344,2,Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS518853344,9, Unknown Sex,Immature 
URN:CornellLabOfOrnithology:EBIRD:OBS518853344,1, Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS522061351,3,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS522061351,2, Unknown Sex and Age (2),
URN:CornellLabOfOrnithology:EBIRD:OBS519757206,4,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS527755957,7,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS516651531,1,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS516651531,4, Unknown Sex,Immature 
URN:CornellLabOfOrnithology:EBIRD:OBS514154416,1,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS516824400,1,Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS516824400,4, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS516824400,1, Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS521279871,2,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS521279871,2, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS598309583,1,Unknown Sex,Immature 
URN:CornellLabOfOrnithology:EBIRD:OBS598309583,1, Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS512916033,1,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS523213822,1,Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS523213822,3, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS509637948,2,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS513929087,6,Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS513929087,6, Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS517594230,1,Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS517594230,3, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS511895186,2,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS511895186,3, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS549862191,1,Unknown Sex,Immature 
URN:CornellLabOfOrnithology:EBIRD:OBS519133433,1,Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS519133433,1, Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS532467394,1,Unknown Sex,Immature 
URN:CornellLabOfOrnithology:EBIRD:OBS867670890,2,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS504540763,3,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS511931052,1,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS511931052,2, Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS852687499,2,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS520729673,1,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS515197706,2,Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS515197706,2, Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS515197706,5, Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS515937010,6,Unknown Sex,Juvenile 
URN:CornellLabOfOrnithology:EBIRD:OBS515937010,4, Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS509642995,3,Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS489703387,1,Female,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS489703387,1, Male,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS489703387,8, Unknown Sex,Adult 
URN:CornellLabOfOrnithology:EBIRD:OBS526884309,2,Female,Adult 
